title,release_year,description,type,rating,runtime,imdb_rating,genre,director,stars,gross
Christmas in the City,2013.0,"With the threat of having to close her father's candy store, Wendy and her 5-year-old daughter travel to the big city in the hope of making enough money to save it.",Movie,TV-PG,87.0,5.7,"Comedy, Drama, Family",Marita Grabiak,"Ashley Williams, Ashanti, Jon Prescott, Shanola Hampton, ",
Random Acts of Christmas,2019.0,"Inspired by a story idea following random acts of kindness at Christmas, a journalist reconnects with an old flame in her home town.",Movie,TV-G,88.0,6.5,"Drama, Family, Romance",Marita Grabiak,"Erin Cahill, Kevin McGarry, Jaden Oehr, Hamza Fouad, ",
Enchanted Christmas,2017.0,Young widow Laura Trudeau was a remarkable dancer. As a project manager she is tasked with renovating a lodge in her hometown and have it ready by Christmas Eve. She is stunned it's the lodge where she and her former love performed.,Movie,TV-G,84.0,5.8,Romance,Terry Cunningham,"Alexa PenaVega, Carlos PenaVega, Rene Rivera, Jaynee-Lynne Kinchen, ",
Christmas Harmony,2018.0,"A successful songwriter returns to her small hometown to rediscover music, family bonds and the magic of the Christmas season.",Movie,TV-PG,85.0,6.3,"Comedy, Drama, Music",Nanea Miyata,"Kelley Jakle, Adam Mayfield, Peter Porte, Aden Schwartz, ",
3 Holiday Tails,2011.0,"Old flames reunite and sparks are reignited at Christmastime in Florida, but the man is already engaged to another woman so a recently retired couple try to intervene with the help of their dogs.",Movie,TV-PG,88.0,5.5,"Comedy, Family, Romance",Joe Menendez,"Julie Gonzalo, Kelly Stables, K.C. Clyde, Alley Mills, ",
Christmas in Harmony,2021.0,"Harmony is tricked into auditioning for the Holiday Chorus- directed by an ex-boyfriend. By Christmas Eve, they could be harmonizing in the key of love.",Movie,TV-G,84.0,5.5,"Drama, Romance",Rusty Cundieff,"Ashleigh Murray, Luke James, Loretta Devine, Michelle Williams, ",
Our Christmas Love Song,2019.0,"When a country music star is accused of plagiarizing her new Christmas song, she returns to her hometown for the holiday season to try and find proof of authorship.",Movie,Not Rated,82.0,6.3,"Drama, Music, Romance",Gary Yates,"Alicia Witt, Brendan Hines, Andrea del Campo, Anna Anderson-Epp, ",
Pups Alone,2021.0,"While everyone is away on a company ski trip, Robert's neighbor hires two inept thieves to steal his latest invention. The neighborhood dogs will use Robert's inventions to set up a house of horrors for the thieves.",Movie,PG,107.0,3.5,"Comedy, Family",Alex Merkin,"Jerry O'Connell, Jennifer Love Hewitt, Rob Schneider, Danny Trejo, ",
It Takes a Christmas Village,2021.0,"When road construction threatens to close the town's shops, the mayor offers a Christmas market to boost sales but she'll have to convince reclusive Darcy to host it at his family's mill, reigniting old feuds while also sparking romance.",Movie,TV-PG,87.0,6.5,"Comedy, Romance",Corey Sevier,"Brooke Nevin, Corey Sevier, Alli Chung, Lynne Griffin, ",
Meet Me at Christmas,2020.0,"When Joan's (Bell) son's wedding planner unexpectedly quits, she must coordinate his Christmas eve wedding with the help of Beau (Deklin), the bride's uncle. As they work alongside each ...                See full summary »",Movie,AL,83.0,6.4,"Drama, Romance",Annie Bradley,"Catherine Bell, Mark Bellamy, Luke Bilyk, Owen Bishop, ",
A Very Merry Toy Store,2017.0,Two rival toy shop owners reluctantly join forces when an unscrupulous toy magnate opens a box store in their town.,Movie,TV-PG,90.0,5.5,"Comedy, Drama, Family",Paula Hart,"Melissa Joan Hart, Mario Lopez, Dan Amboyer, Kurt Cole, ",
Homemade Christmas,2020.0,"Megan uses the weeks leading up to every Christmas to help around with any Christmas-related tasks. When the opportunity arrives to save a Christmas party and dazzle her crush, she must choose between the man of her dreams and Mr. Right.",Movie,TV-PG,85.0,5.8,"Comedy, Drama, Romance",Adrian Langley,"Michelle Argyris, Travis Nelson, Marcello Di Fruscia, Tiara Johnny, ",
All I Want for Christmas,2022.0,"A young girl's Christmas wish for her divorced parents to get back together becomes a reality with a twist of holiday joy, comedy, and laughter.",Movie,PG,,5.3,Family,Armani Martin,"Sarah Mae Agnew, Queen Ajima, Cecil Clay, Kiarra Harris, ",
A Sugar & Spice Holiday,2020.0,"A rising young architect, Suzy, returns to her hometown in Maine for Christmas and finds herself competing in the local gingerbread bake-off alongside an old high school classmate, Billy, while also trying to win a big promotion at work.",Movie,TV-G,84.0,6.4,"Comedy, Drama, Romance",Jennifer Liao,"Jacky Lai, Tony Giroux, Lillian Lim, Tzi Ma, ",
Unlikely Angel,1996.0,"Dolly Parton portrays a country-music performer who meets an untimely demise, but cannot enter heaven until she performs a good deed back on Earth: to reunite a workaholic widower with his children for Christmas.",Movie,Not Rated,95.0,6.3,"Comedy, Fantasy",Michael Switzer,"Dolly Parton, Roddy McDowall, Brian Kerwin, Allison Mack, ",
Two Turtle Doves,2019.0,"Dr. Sharon Hayes (DeLoach) searches for a beloved family heirloom in a small Christmas town. When she unexpectedly discovers an adorable little girl and her disheartened father (Rady), she realizes that Christmas miracles really do happen.",Movie,AL,84.0,6.8,"Drama, Family, Romance",Lesley Demetriades,"Nikki Deloach, Michael Rady, Michaela Russell, Zach Tinker, ",
The Christmas Spirit,2013.0,"A women lands in a coma but realizes her spirit is awake, so she tries to communicate with people in her town and convinces them to change their minds about pending real-estate development in their community.",Movie,TV-G,84.0,5.8,"Comedy, Drama, Family",Jack Angelo,"Nicollette Sheridan, Bart Johnson, Amanda Foreman, Samantha Hanratty, ",
Engaging Father Christmas,2017.0,"This Christmas promises to be the best of Miranda Chester's life. She has returned to the beautiful New England town of Carlton Heath, where last year she found love with Ian McAndrick and she is among the family she never knew she had.",Movie,TV-G,88.0,6.7,"Drama, Romance",David Winning,"Erin Krakow, Niall Matter, Wendie Malick, P. Lynn Johnson, ",
The Case of the Christmas Diamond,2022.0,"Andy finds herself accused of theft when a multimillion-dollar gem suddenly goes missing from her rich friend's estate. With the help of a famous mystery writer, Andy must find the real culprit amid the litany of wealthy guests.",Movie,,90.0,6.1,Mystery,Peter Sullivan,"William Baldwin, Kelly Daly, Dey Young, Tryphena Wade, ",
"It's Christmastime Again, Charlie Brown",1992.0,The Peanuts gang prepares for the holidays in their own unique ways.,Movie,TV-G,23.0,6.9,"Animation, Comedy, Family",Bill Melendez,"Jamie E. Smith, John Christian Graas, Marnette Patterson, Mindy Ann Martin, ",
A Belle for Christmas,2014.0,"When a sweet young boy and his precocious sister discover their newly adopted puppy Belle has been nabbed by the beautiful gold digger dating their widowed dad on Christmas Eve, the kids ...                See full summary »",Movie,PG,91.0,4.7,"Comedy, Drama, Family",Jason Dallas,"Dean Cain, Kristy Swanson, Jet Jurgensmeyer, Haylie Duff, ",
Barbie: A Perfect Christmas,2011.0,"With big plans and Christmas just around the corner, Barbie and her sisters pack their suitcases to visit Aunt Millie; but, instead, they wind up in a snow-capped and super-festive little town. Is this going to be the best Christmas ever?",Movie,Not Rated,74.0,5.4,"Animation, Family, Musical",Mark Baldo,"Diana Kaarina, Jennifer Waris, Rachel Drance, Nevada Brandt, ",
Christmas Collision,2021.0,"Theodora, a time consumed professional crosses paths with Charlie, a writer, when she travels to his hometown for business just before Christmas. Both are taken by surprise when unexpected circumstances present themselves.",Movie,,95.0,3.5,"Drama, Romance",Lana Read,"Sebrina Scott, Alyssa Ryan, Vernon Wells, Eric Six, ",
The Christmas Gift,2015.0,A reporter searches for a stranger who unknowingly changed her life with an anonymous Christmas gift.,Movie,TV-PG,85.0,5.3,"Drama, Family, Romance",Fred Olen Ray,"Michelle Trachtenberg, Sterling Sulieman, Rick Fox, Lawrence Hilton-Jacobs, ",
Ghosting: The Spirit of Christmas,2019.0,"Jess goes on the greatest first date of her life, but inadvertently ""ghosts"" Ben when she tragically dies in a car accident on the way home.",Movie,TV-14,87.0,5.9,"Comedy, Drama, Fantasy",Theresa Bennett,"Aisha Dee, Kimiko Glenn, Kendrick Sampson, Jazz Raycole, ",
Christmas Unwrapped,2020.0,A pragmatic reporter writing a feature story investigates a man who insists that all of the Christmas gifts his charity gives are magically supplied by Santa Claus.,Movie,TV-G,87.0,6.1,"Comedy, Drama, Romance",Bosede Williams,"Amber Stevens West, Marco Grazzini, Cherion Drakes, Anthony Sherwood, ",
Once Upon a Time at Christmas,2017.0,"When a serial-killer couple dressed as Santa and Mrs. Claus terrorizes a small town, a teen girl and a young cop must solve the pattern behind the seemingly random homicides.",Movie,R,97.0,3.4,Horror,Paul Tanter,"Simon Phillips, Sayla de Goede, Yana Gold, Paul Thomas Arnold, ",
Christmas with the Andersons,2016.0,Mike and Caroline Anderson have always gone all out with parties and gifts for Christmas with their 10-year-old twins Brendan and Julia. But when Michael loses his job just before the ...                See full summary »,Movie,Unrated,90.0,4.1,"Comedy, Family",Michael Feifer,"George Stults, Christy Carlson Romano, Savannah Judy, Luke Judy, ",
Sound of Christmas,2016.0,A piano teacher falls for a widower who's responsible for the impending closure of her music school.,Movie,TV-G,84.0,6.4,"Drama, Family, Music",Harvey Crossland,"Lindy Booth, Robin Dunne, Micah Kalisch, Kim Roberts, ",
Welcome to Christmas,2018.0,"A resort developer tasked with finding a location for a new ski resort is assigned to visit the small town of Christmas, Colorado.",Movie,TV-G,90.0,6.3,"Comedy, Drama, Romance",Gary Harvey,"Eric Mabius, Jennifer Finnigan, Susan Hogan, Lauren McNamara, ",
Mistletoe Magic,2019.0,A TV meteorologist who refuses to believe in Christmas magic searches the city for her family's heirloom mistletoe because her sister thinks it's magic. Her quest is aided by a childhood schoolmate.,Movie,,85.0,6.3,"Comedy, Romance",Andrew Cymek,"Jessica Sipos, Stephen Huszar, Stephen Davis, Troy Blundell, ",
The Christmas High Note,2020.0,A woman develops feelings for a single father while helping his teenage daughter prepare to sing in a Christmas Eve pageant.,Movie,TV-G,85.0,5.1,Romance,Brian Skiba,"Jamie Luner, Johnny Messner, Kassandra Clementi, William McNamara, ",
Christmas Festival of Ice,2017.0,"Emma is determined to keep her hometown's Christmas ice-sculpting contest going. She enlists sponsors and artists, but Nick, the town's ace artisan, isn't interested in competing until he sees what Emma has accomplished.",Movie,TV-G,84.0,5.9,Romance,Bradley Walsh,"Taylor Cole, Damon Runyan, Wendy Crewson, Jonathan Whittaker, ",
Christmas Belles,2019.0,"Despite being successful in their careers, two 30-something BFFs never stop hearing that they both need a man before it's too late. When a handsome pastor arrives just in time to kick off ...                See full summary »",Movie,TV-14,85.0,6.2,Comedy,Terri J. Vaughn,"Raven Goodwin, DomiNque Perry, Omar Gooding, Mark Taylor, ",
'Tis the Season for Love,2015.0,"A small-town girl who moved to New York to pursue her dreams returns home for the holidays, only to realize that maybe her dreams aren't miles away, but right in her hometown.",Movie,TV-G,98.0,6.3,"Comedy, Drama, Family",Terry Ingram,"Sarah Lancaster, Brendan Penny, Gwynyth Walsh, Andrew Francis, ",
A Christmas Stray,2021.0,"A man finds himself hopelessly stranded in a small town on Christmas Eve, unable to shake the stray dog who ran him off the road, and irresistibly drawn to the free-spirited, local veterinarian.",Movie,TV-PG,84.0,6.3,"Drama, Romance",Roger M. Bobb,"Andra Fuller, Rhyon Nicole Brown, Melissa Murray-Mutch, Chris Shields, ",
A Christmas Tree Miracle,2013.0,"A warm-hearted Christmas tale to remind us that in the holiday season, the best gifts in life are the simple ones, and that miracles do happen, if you believe.",Movie,TV-G,102.0,6.5,Family,J.W. Myers,"Kevin Sizemore, Terry Kiser, Jill Whelan, Barrett Carnahan, ",
Christmas at Holly Lodge,2017.0,"Sophie Bennett, the owner, tries to convince a developer that the lodge would be a bad investment.",Movie,TV-G,84.0,6.5,"Comedy, Drama, Romance",Jem Garrard,"Alison Sweeney, Jordan Bridges, Sheryl Lee Ralph, Yan-Kay Crystal Lowe, ",
A Country Christmas Story,2013.0,A teenage chorister from a small Appalachian town dreams of becoming a country music star.,Movie,Not Rated,120.0,6.3,"Drama, Family, Musical",Eric Bross,"Megyn Price, Ross McCall, Brian McKnight, Desiree Ross, ",
12 Dog Days Till Christmas,2014.0,A troubled teenager is assigned to an animal rescue shelter over the Christmas season as part of his community service.,Movie,Unrated,90.0,4.6,"Comedy, Drama, Family",Charlie Vaughn,"Reginald VelJohnson, Vincent Giovagnoli, Grainne McDermott, Lexi Giovagnoli, ",
A Christmas Dance Reunion,2021.0,"Lucy --successful attorney-- is reunited with her childhood Christmas dance partner, Barrett. As the pair give the resort a new lease of life, the passion between the pair heats up.",Movie,TV-PG,87.0,6.1,"Drama, Romance",Brian Herzlinger,"Corbin Bleu, Monique Coleman, Roy Lewis, Kim Roberts, ",
"Love Always, Santa",2016.0,"A widow's daughter writes to Santa Claus, asking for her mother to find love again. When a struggling writer receives the letter, he finds new inspiration and the beginnings of a romance.",Movie,TV-G,84.0,6.6,"Drama, Romance",Brian Herzlinger,"Marguerite Moreau, Mike Faiola, Brady Smith, Isadora Swann, ",
Campfire Christmas,2022.0,Romance rekindles for Peyton and her closest friends during a holiday themed reunion which Peyton's parents decide to host in their family owned summer camp before selling it.,Movie,TV-G,84.0,5.4,"Adventure, Comedy, Drama",David I. Strasser,"Tori Anderson, Corbin Bleu, Jeffrey Bowyer-Chapman, Caitlin Stryker, ",
Christmas Cupcakes,2018.0,"With their family bakery facing foreclosure, two sisters must team-up to try and save it by entering a TV baking competition.",Movie,AL,88.0,5.8,"Comedy, Drama",Dylan Pearce,"Cindy Busby, Erin Karpluk, Corey Loranger, Fulvio Cecere, ",
A Date by Christmas Eve,2019.0,"After her brilliant idea for a new dating app is stolen by a workplace rival, Chelsea's fortunes take a turn for the better following a Christmas wish upon a shooting star.",Movie,TV-PG,93.0,5.8,"Comedy, Drama, Fantasy",Jake Helgren,"Vanessa Lengies, Evan Williams, Katherine Bailess, Julie McNiven, ",
A Christmas Romance,1994.0,A widowed mother with financial woes comes to the aid of a bill collector who crashes his car in a snowstorm.,Movie,TV-PG,94.0,6.1,"Comedy, Drama, Family",Sheldon Larry,"Olivia Newton-John, Gregory Harrison, Chloe Lattanzi, Stephanie Sawyer, ",
